1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855, 0.991855
0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711, 0.983711
0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566, 0.975566
0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423, 0.967423
0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279, 0.959279
0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137, 0.951137
0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996, 0.942996
0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856, 0.934856
0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717, 0.926717
