1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833, 0.966833
0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675, 0.933675
0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536, 0.900536
0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425, 0.867425
0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435, 0.83435
0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132, 0.80132
0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342, 0.768342
0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424, 0.735424
0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573, 0.702573
0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795, 0.669795
0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096, 0.637096
0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479, 0.604479
0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948, 0.571948
0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507, 0.539507
0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157, 0.507157
