1, 0.997592, 0.990393, 0.97847, 0.96194, 0.940961, 0.915735, 0.886505, 0.853553, 0.817197, 0.777785, 0.735698, 0.691342, 0.645142, 0.597545, 0.549009, 0.5, 0.450991, 0.402455, 0.354858, 0.308658, 0.264302, 0.222215, 0.182803, 0.146447, 0.113495, 0.0842652, 0.0590394, 0.0380602, 0.0215298, 0.00960736, 0.00240764, 3.7494e-33, 0.00240764, 0.00960736, 0.0215298, 0.0380602, 0.0590394, 0.0842652, 0.113495, 0.146447, 0.182803, 0.222215, 0.264302, 0.308658, 0.354858, 0.402455, 0.450991, 0.5, 0.549009, 0.597545, 0.645142, 0.691342, 0.735698, 0.777785, 0.817197, 0.853553, 0.886505, 0.915735, 0.940961, 0.96194, 0.97847, 0.990393, 0.997592
0.952545, 0.950364, 0.94384, 0.933036, 0.918056, 0.899045, 0.876186, 0.8497, 0.81984, 0.786895, 0.751185, 0.713045, 0.672851, 0.630988, 0.587857, 0.543876, 0.499466, 0.455058, 0.411078, 0.367945, 0.326082, 0.285889, 0.247751, 0.212038, 0.179093, 0.149234, 0.122748, 0.0998901, 0.0808798, 0.0659013, 0.0550972, 0.0485756, 0.0463924, 0.0485748, 0.0551005, 0.065901, 0.0808803, 0.0998952, 0.12275, 0.149236, 0.179095, 0.21204, 0.247757, 0.285891, 0.326085, 0.367949, 0.411079, 0.45506, 0.49947, 0.54388, 0.587862, 0.630993, 0.672856, 0.71305, 0.751187, 0.786901, 0.819846, 0.849707, 0.876192, 0.899049, 0.918059, 0.933041, 0.943841, 0.950365
0.909454, 0.907477, 0.901565, 0.891778, 0.878203, 0.860979, 0.840266, 0.816267, 0.789213, 0.759363, 0.727004, 0.692449, 0.656031, 0.618105, 0.579021, 0.539171, 0.498936, 0.458698, 0.418846, 0.379767, 0.341836, 0.305418, 0.270863, 0.238505, 0.208655, 0.181601, 0.157603, 0.136892, 0.119667, 0.106095, 0.0963059, 0.0903953, 0.0884195, 0.0903967, 0.0963077, 0.106097, 0.11967, 0.136894, 0.157606, 0.181604, 0.208659, 0.23851, 0.270871, 0.305427, 0.341842, 0.379777, 0.418852, 0.458702, 0.49894, 0.53918, 0.57903, 0.618109, 0.656039, 0.69246, 0.727021, 0.759374, 0.789224, 0.81628, 0.840276, 0.860986, 0.87821, 0.891781, 0.90157, 0.907479
0.870318, 0.868525, 0.863169, 0.8543, 0.842004, 0.8264, 0.807635, 0.785893, 0.761382, 0.73434, 0.705027, 0.673719, 0.640725, 0.606361, 0.570957, 0.534855, 0.498402, 0.46195, 0.425847, 0.390444, 0.356079, 0.323085, 0.29178, 0.262465, 0.235423, 0.210914, 0.189172, 0.170408, 0.154803, 0.142507, 0.133639, 0.128288, 0.126494, 0.128286, 0.133641, 0.14251, 0.154806, 0.170411, 0.189176, 0.210918, 0.235428, 0.262471, 0.291787, 0.323093, 0.356086, 0.390451, 0.425854, 0.461956, 0.498411, 0.534866, 0.570968, 0.606372, 0.640736, 0.673731, 0.705036, 0.734352, 0.761395, 0.785905, 0.807647, 0.826413, 0.842014, 0.854309, 0.863177, 0.868532
0.834765, 0.833141, 0.828289, 0.820255, 0.809117, 0.794982, 0.777986, 0.75829, 0.736088, 0.711592, 0.685037, 0.656679, 0.626793, 0.595667, 0.563596, 0.530894, 0.497874, 0.464855, 0.432154, 0.400082, 0.368953, 0.339067, 0.31071, 0.284159, 0.259661, 0.237459, 0.217765, 0.200769, 0.186633, 0.175495, 0.167464, 0.162612, 0.16099, 0.162613, 0.167465, 0.175498, 0.186637, 0.200773, 0.21777, 0.237464, 0.259666, 0.284162, 0.310718, 0.339075, 0.368961, 0.400092, 0.43216, 0.464861, 0.497885, 0.530904, 0.563608, 0.595678, 0.626806, 0.656694, 0.685051, 0.711605, 0.736101, 0.758304, 0.777999, 0.794995, 0.809131, 0.820266, 0.828298, 0.833146
0.802462, 0.80099, 0.796598, 0.789319, 0.779232, 0.76643, 0.751037, 0.7332, 0.713092, 0.690907, 0.666857, 0.641176, 0.614107, 0.585916, 0.556871, 0.527254, 0.49735, 0.467445, 0.437828, 0.408783, 0.380591, 0.353524, 0.327842, 0.303793, 0.281609, 0.261502, 0.243665, 0.228273, 0.21547, 0.205383, 0.198107, 0.193714, 0.192247, 0.193717, 0.198111, 0.205391, 0.215474, 0.228276, 0.24367, 0.261507, 0.281615, 0.3038, 0.327851, 0.353532, 0.380599, 0.40879, 0.437834, 0.467453, 0.497359, 0.527265, 0.556884, 0.585929, 0.614121, 0.641188, 0.666871, 0.69092, 0.713106, 0.733216, 0.751052, 0.766444, 0.779245, 0.789332, 0.796604, 0.800997
0.773101, 0.771769, 0.76779, 0.761201, 0.752067, 0.740475, 0.726538, 0.710387, 0.692181, 0.672091, 0.650315, 0.627062, 0.602551, 0.577025, 0.550727, 0.523909, 0.496831, 0.469753, 0.442936, 0.416637, 0.39111, 0.366602, 0.343348, 0.321572, 0.301484, 0.283278, 0.267127, 0.25319, 0.241597, 0.232463, 0.225876, 0.221899, 0.220571, 0.221901, 0.225879, 0.232467, 0.2416, 0.253193, 0.267132, 0.283283, 0.30149, 0.321578, 0.343356, 0.366609, 0.391117, 0.416643, 0.442942, 0.469757, 0.49684, 0.52392, 0.550739, 0.577039, 0.602567, 0.627075, 0.650328, 0.672104, 0.692193, 0.710402, 0.726551, 0.740489, 0.75208, 0.761213, 0.767796, 0.771774
0.746408, 0.745202, 0.7416, 0.735636, 0.727367, 0.716873, 0.704257, 0.689636, 0.673155, 0.65497, 0.635258, 0.614209, 0.592023, 0.568914, 0.545107, 0.520831, 0.496319, 0.471807, 0.447532, 0.423725, 0.400617, 0.378432, 0.357382, 0.337669, 0.319485, 0.303004, 0.288384, 0.275767, 0.265274, 0.257005, 0.251042, 0.247443, 0.246241, 0.247444, 0.251048, 0.25701, 0.265278, 0.275772, 0.288389, 0.30301, 0.319491, 0.337675, 0.357388, 0.378438, 0.400624, 0.423731, 0.447538, 0.471815, 0.496328, 0.520841, 0.545119, 0.568926, 0.592035, 0.61422, 0.635271, 0.654983, 0.673169, 0.689652, 0.70427, 0.716886, 0.727379, 0.735646, 0.741608, 0.745206
0.722132, 0.72104, 0.717781, 0.712383, 0.7049, 0.695404, 0.683987, 0.670756, 0.655841, 0.639385, 0.621547, 0.602499, 0.58242, 0.561509, 0.539966, 0.517998, 0.49582, 0.473635, 0.451666, 0.430122, 0.409212, 0.389136, 0.370086, 0.352248, 0.335792, 0.320877, 0.307647, 0.296229, 0.286733, 0.279251, 0.273854, 0.270596, 0.269508, 0.270598, 0.273858, 0.279255, 0.286738, 0.296234, 0.307652, 0.320883, 0.335796, 0.352252, 0.370091, 0.38914, 0.409217, 0.430128, 0.451672, 0.473641, 0.495824, 0.518007, 0.539975, 0.561521, 0.582432, 0.602509, 0.62156, 0.639398, 0.655854, 0.67077, 0.683998, 0.695416, 0.704913, 0.712394, 0.717788, 0.721045
0.700044, 0.699057, 0.696108, 0.691226, 0.684457, 0.675867, 0.665539, 0.65357, 0.64008, 0.625193, 0.609056, 0.591824, 0.573663, 0.554747, 0.53526, 0.515388, 0.495323, 0.475257, 0.455387, 0.435897, 0.416981, 0.39882, 0.381588, 0.365452, 0.350566, 0.337075, 0.325107, 0.314778, 0.306188, 0.29942, 0.294539, 0.291592, 0.290607, 0.291593, 0.294542, 0.299424, 0.306193, 0.314783, 0.32511, 0.337081, 0.350571, 0.365456, 0.381592, 0.398826, 0.416985, 0.435901, 0.455389, 0.475263, 0.495329, 0.515395, 0.535269, 0.554756, 0.573673, 0.591836, 0.609067, 0.625204, 0.64009, 0.653585, 0.665549, 0.675877, 0.684467, 0.691235, 0.696115, 0.699062
0.679939, 0.679046, 0.67638, 0.671966, 0.665846, 0.65808, 0.648742, 0.63792, 0.625721, 0.612263, 0.597672, 0.582091, 0.565671, 0.548569, 0.530949, 0.512982, 0.49484, 0.476697, 0.45873, 0.44111, 0.424007, 0.407587, 0.392007, 0.377417, 0.363958, 0.351759, 0.340939, 0.3316, 0.323833, 0.317714, 0.313301, 0.310636, 0.309746, 0.310637, 0.313303, 0.317717, 0.323838, 0.331604, 0.340942, 0.351763, 0.363961, 0.377419, 0.392009, 0.407589, 0.42401, 0.441113, 0.458734, 0.476702, 0.494845, 0.512987, 0.530956, 0.548578, 0.56568, 0.582103, 0.597682, 0.612272, 0.625731, 0.63793, 0.64875, 0.658089, 0.665855, 0.671974, 0.676386, 0.679051
0.661628, 0.660821, 0.658412, 0.654424, 0.648895, 0.641876, 0.633439, 0.62366, 0.612636, 0.600475, 0.587294, 0.573212, 0.558374, 0.54292, 0.526999, 0.510763, 0.494369, 0.477975, 0.461739, 0.445818, 0.430363, 0.415527, 0.401447, 0.388263, 0.376101, 0.365079, 0.3553, 0.346862, 0.339844, 0.334314, 0.330326, 0.327919, 0.327115, 0.32792, 0.330329, 0.334317, 0.339846, 0.346864, 0.355303, 0.36508, 0.376103, 0.388264, 0.401448, 0.415527, 0.430365, 0.445819, 0.461741, 0.477978, 0.494373, 0.510767, 0.527003, 0.542926, 0.55838, 0.573219, 0.5873, 0.600483, 0.612644, 0.623667, 0.633445, 0.641883, 0.648901, 0.654432, 0.658417, 0.660824
0.644941, 0.644213, 0.642038, 0.638436, 0.633443, 0.627106, 0.619487, 0.610658, 0.600704, 0.589722, 0.577819, 0.565105, 0.551707, 0.537752, 0.523376, 0.508715, 0.493912, 0.479109, 0.464449, 0.450072, 0.436117, 0.422718, 0.410005, 0.398101, 0.387119, 0.377165, 0.368336, 0.360716, 0.354379, 0.349386, 0.345785, 0.343612, 0.342884, 0.343611, 0.345786, 0.349388, 0.354381, 0.360717, 0.368336, 0.377165, 0.387119, 0.398101, 0.410005, 0.422718, 0.436117, 0.450071, 0.464449, 0.47911, 0.493913, 0.508717, 0.523378, 0.537755, 0.551711, 0.56511, 0.577824, 0.589727, 0.600709, 0.610663, 0.619492, 0.627111, 0.633448, 0.638441, 0.642042, 0.644215
0.629723, 0.629067, 0.627105, 0.623856, 0.619351, 0.613633, 0.606759, 0.598794, 0.589815, 0.579907, 0.569167, 0.557698, 0.54561, 0.533022, 0.520051, 0.506825, 0.49347, 0.480115, 0.466888, 0.453918, 0.441326, 0.42924, 0.41777, 0.407031, 0.397123, 0.388143, 0.380177, 0.373303, 0.367586, 0.363081, 0.359833, 0.35787, 0.357214, 0.357871, 0.359833, 0.363082, 0.367586, 0.373302, 0.380177, 0.388141, 0.397122, 0.407029, 0.417769, 0.429238, 0.441327, 0.453913, 0.466887, 0.480114, 0.493469, 0.506824, 0.520051, 0.533023, 0.545613, 0.557702, 0.56917, 0.57991, 0.589818, 0.598797, 0.606763, 0.613637, 0.619355, 0.623859, 0.627106, 0.629068
0.615834, 0.615242, 0.613474, 0.610545, 0.606486, 0.601334, 0.595139, 0.587961, 0.579871, 0.570941, 0.561262, 0.550926, 0.540032, 0.528687, 0.516999, 0.505079, 0.493043, 0.481008, 0.469088, 0.4574, 0.446053, 0.435159, 0.424823, 0.415144, 0.406215, 0.398122, 0.390942, 0.384748, 0.379596, 0.375536, 0.372608, 0.37084, 0.370248, 0.37084, 0.372608, 0.375536, 0.379595, 0.384745, 0.390941, 0.398121, 0.406212, 0.415141, 0.42482, 0.435155, 0.446049, 0.457395, 0.469084, 0.481004, 0.49304, 0.505076, 0.516996, 0.528686, 0.540032, 0.550926, 0.561261, 0.570941, 0.579869, 0.587961, 0.595141, 0.601336, 0.606489, 0.610548, 0.613474, 0.615243
0.603144, 0.602612, 0.60102, 0.598385, 0.594731, 0.590095, 0.58452, 0.57806, 0.570779, 0.562741, 0.554031, 0.544729, 0.534925, 0.524714, 0.514194, 0.503466, 0.492634, 0.481802, 0.471074, 0.460554, 0.450342, 0.440537, 0.431235, 0.422523, 0.414487, 0.407204, 0.400743, 0.395167, 0.39053, 0.386876, 0.384241, 0.382647, 0.382117, 0.382649, 0.38424, 0.386875, 0.390528, 0.395164, 0.400739, 0.407198, 0.414483, 0.422519, 0.43123, 0.440532, 0.450335, 0.460547, 0.471067, 0.481796, 0.492628, 0.50346, 0.514189, 0.524709, 0.53492, 0.544725, 0.554025, 0.562739, 0.570776, 0.578058, 0.584519, 0.590094, 0.594731, 0.598385, 0.601019, 0.602611
0.591536, 0.591058, 0.589629, 0.587262, 0.583979, 0.579813, 0.574803, 0.568997, 0.562455, 0.555234, 0.547409, 0.539051, 0.530242, 0.521067, 0.511614, 0.501974, 0.492242, 0.482509, 0.47287, 0.463417, 0.454242, 0.445432, 0.437074, 0.429246, 0.422026, 0.415481, 0.409676, 0.404667, 0.400499, 0.397216, 0.394848, 0.393417, 0.392939, 0.393417, 0.394844, 0.397213, 0.400496, 0.404661, 0.409667, 0.415475, 0.42202, 0.42924, 0.437067, 0.445426, 0.454235, 0.463409, 0.472863, 0.482501, 0.492234, 0.501967, 0.511606, 0.521059, 0.530234, 0.539043, 0.547402, 0.55523, 0.56245, 0.568994, 0.5748, 0.57981, 0.583974, 0.587259, 0.589627, 0.591056
0.580904, 0.580476, 0.579193, 0.577072, 0.574129, 0.570393, 0.565901, 0.560697, 0.554829, 0.548355, 0.541338, 0.533843, 0.525944, 0.517717, 0.509241, 0.500597, 0.49187, 0.483142, 0.474499, 0.466023, 0.457795, 0.449896, 0.4424, 0.435381, 0.428906, 0.423038, 0.417832, 0.413339, 0.409603, 0.40666, 0.404536, 0.403253, 0.402824, 0.403249, 0.404533, 0.406655, 0.4096, 0.413336, 0.417826, 0.423031, 0.428899, 0.435374, 0.442392, 0.449886, 0.457785, 0.466011, 0.474489, 0.483132, 0.491859, 0.500585, 0.509229, 0.517706, 0.525934, 0.533833, 0.541328, 0.548347, 0.55482, 0.560688, 0.565895, 0.570387, 0.574123, 0.577068, 0.579192, 0.580473
0.571149, 0.570767, 0.569621, 0.567723, 0.56509, 0.561748, 0.557732, 0.553078, 0.547829, 0.542039, 0.535763, 0.52906, 0.521995, 0.514636, 0.507055, 0.499324, 0.491518, 0.483712, 0.47598, 0.468399, 0.46104, 0.453975, 0.447271, 0.440993, 0.435201, 0.429952, 0.425296, 0.421278, 0.417936, 0.415302, 0.413403, 0.412255, 0.411871, 0.412254, 0.4134, 0.415299, 0.417932, 0.421272, 0.42529, 0.429945, 0.435193, 0.440983, 0.447261, 0.453964, 0.461029, 0.468386, 0.475967, 0.483698, 0.491504, 0.49931, 0.50704, 0.514622, 0.521981, 0.529046, 0.53575, 0.542027, 0.547818, 0.553067, 0.557723, 0.561742, 0.565084, 0.567718, 0.569617, 0.570764
